ORF	Length	uATGs	FE_atg	FE_cap	utr	utr_gc	polyA
YDR093W	3.20736503746907	0	0	-6.9	267	0.370786516853933	NA
YDR096W	2.95133751879592	0	-0.6	-14.2	9	0.555555555555556	28.4
YDR097C	3.09412159584056	NA	-0.9	NA	NA	NA	30.6
YDR098C	2.45484486000851	NA	-0.9	NA	NA	NA	NA
YDR100W	2.15533603746506	0	-0.6	-6.8	41	0.390243902439024	34.3
YDR101C	2.77305469336426	0	0	-5.7	28	0.392857142857143	22.6
YDR103W	2.96236933567002	NA	0	NA	NA	NA	28.1
YDR104C	3.09516935143176	0	-4.1	-10	50	0.42	29.3
YDR105C	2.67486114073781	0	0	-6.1	52	0.423076923076923	31.8
YDR106W	2.45331834004704	NA	-2.6	NA	NA	NA	31.7
YDR107C	2.82736927305383	NA	-2.9	NA	NA	NA	30.2
YDR108W	2.84385542262316	0	-1.8	-8.8	37	0.405405405405405	29.2
YDR109C	2.85430604180108	NA	0	NA	NA	NA	NA
YDR110W	2.75281643118827	0	-0.5	-10.7	39	0.41025641025641	31.1
YDR111C	2.70500795933334	NA	-2.2	NA	NA	NA	6.6
YDR113C	2.57170883180869	NA	-2.7	NA	NA	NA	NA
YDR114C	2	NA	0	NA	NA	NA	NA
YDR115W	2.02118929906994	NA	0	NA	NA	NA	NA
YDR116C	2.45484486000851	NA	-0.9	NA	NA	NA	36.8
YDR117C	2.75204844781944	NA	-1.4	NA	NA	NA	26.5
YDR118W	2.81424759573192	NA	-0.9	NA	NA	NA	NA
YDR119W	2.88536122003151	NA	-2.8	NA	NA	NA	NA
YDR119W-A	1.81954393554187	NA	-0.9	NA	NA	NA	5.6
YDR120C	2.75587485567249	NA	-0.2	NA	NA	NA	NA
YDR121W	2.29225607135648	NA	0	NA	NA	NA	NA
YDR122W	3.02694162795903	NA	-2.1	NA	NA	NA	NA
YDR123C	2.48287358360875	NA	0	NA	NA	NA	NA
YDR124W	2.51054501020661	8	0	-12.4	365	0.405479452054795	48.1
YDR125C	2.65609820201283	NA	-2.3	NA	NA	NA	NA
YDR126W	2.52633927738984	NA	-0.8	NA	NA	NA	22.5
YDR127W	3.20085049809108	0	-2.2	-4	77	0.376623376623377	26.3
YDR128W	3.05994188806195	0	-1.3	-10.9	45	0.377777777777778	27.6
YDR129C	2.80753502806885	0	-0.1	-5.1	47	0.382978723404255	24
YDR130C	2.46389298898591	0	0	-6.3	1	1	30
YDR131C	2.74507479158206	NA	-3.1	NA	NA	NA	NA
YDR132C	2.69460519893357	12	0	-1	1231	0.398862713241267	39.2
YDR135C	3.18041263283832	NA	-3.1	NA	NA	NA	24.8
YDR137W	2.82151352840477	NA	-3	NA	NA	NA	NA
YDR138W	2.87621784059164	0	-1.5	-8.7	14	0.357142857142857	37.2
YDR139C	1.88649072517248	0	-0.6	-12.5	6	0.666666666666667	24.1
YDR140W	2.34439227368511	0	-0.7	-10.3	15	0.333333333333333	31.5
YDR141C	3.22993768590793	NA	-1	NA	NA	NA	NA
YDR142C	2.57403126772772	NA	0	NA	NA	NA	32.9
YDR143C	2.78532983501077	NA	0	NA	NA	NA	NA
YDR144C	2.77524625974024	0	0	-10.9	141	0.354609929078014	26.4
YDR145W	2.73158876518674	0	-1.9	-12.5	67	0.388059701492537	23.2
YDR146C	2.85064623518307	NA	-0.2	NA	NA	NA	26.9
YDR147W	2.72754125702856	NA	-4.1	NA	NA	NA	29
YDR148C	2.66558099101795	NA	0	NA	NA	NA	NA
YDR151C	2.51188336097887	0	0	-11.1	92	0.358695652173913	38.9
YDR152W	2.42324587393681	NA	-0.6	NA	NA	NA	27.4
YDR153C	2.61384182187607	NA	0	NA	NA	NA	NA
YDR155C	2.20951501454263	0	0	-2.9	33	0.393939393939394	23
YDR156W	2.13672056715641	0	-2.2	-8.6	51	0.411764705882353	33.9
YDR158W	2.56229286445647	0	-2.1	-8.3	36	0.416666666666667	23.2
YDR159W	3.11427729656159	0	-4.1	-10.2	87	0.379310344827586	22.2
YDR160W	2.9304395947667	1	-4	-3.5	179	0.385474860335196	NA
YDR161W	2.58771096501891	0	-5	-8.6	19	0.263157894736842	29.6
YDR162C	2.37291200297011	NA	0	NA	NA	NA	30.4
YDR163W	2.24303804868629	1	-1.8	-9.1	74	0.378378378378378	37.1
YDR164C	2.85973856619715	NA	-3.3	NA	NA	NA	32.9
YDR165W	2.64738297011462	0	-3.6	-10.9	38	0.394736842105263	24.1
YDR166C	2.987219229908	NA	-4.9	NA	NA	NA	22
YDR167W	2.31386722036915	0	-0.1	-6.3	30	0.4	32.2
YDR168W	2.7041505168398	0	-0.4	-6.9	41	0.390243902439024	24.2
YDR169C	2.71011736511182	NA	0	NA	NA	NA	2.7
YDR169C-A	1.69019608002851	NA	-2.4	NA	NA	NA	NA
YDR171W	2.57403126772772	0	0	-5.7	70	0.385714285714286	30.3
YDR172W	2.83569057149243	0	-1.3	-8.7	45	0.377777777777778	25
YDR173C	2.55022835305509	NA	-0.9	NA	NA	NA	29.8
YDR174W	2.39093510710338	0	0	-8.7	24	0.333333333333333	29.3
YDR175C	2.50379068305718	0	-0.4	-7.7	48	0.395833333333333	23.7
YDR176W	2.84633711212981	NA	-1.2	NA	NA	NA	32.4
YDR177W	2.33243845991561	0	0	-6.9	90	0.366666666666667	26.6
YDR178W	2.25767857486918	0	-0.9	-6.5	103	0.339805825242718	31.5
YDR179C	2.20951501454263	NA	0	NA	NA	NA	28.3
YDR179W-A	2.66558099101795	NA	-5.6	NA	NA	NA	NA
YDR180W	3.17405980772503	0	-2.7	-9.4	144	0.361111111111111	19.3
YDR181C	2.68214507637383	1	-0.8	-4.4	60	0.4	23.1
YDR182W	2.69108149212297	0	-1.7	-12.3	51	0.411764705882353	26.9
YDR182W-A	1.82607480270083	NA	-0.6	NA	NA	NA	NA
YDR183W	2.36172783601759	NA	-1.6	NA	NA	NA	34.2
YDR184C	2.46834733041216	0	0	-5.4	10	0.5	34.4
YDR185C	2.25285303097989	NA	0	NA	NA	NA	22.4
YDR186C	2.94299959336604	NA	-4.3	NA	NA	NA	27.8
YDR188W	2.73719264270474	0	0	-9.9	55	0.4	20.7
YDR189W	2.8234742291703	0	0	-9	43	0.372093023255814	25.8
YDR190C	2.66558099101795	NA	-1.7	NA	NA	NA	28.1
YDR191W	2.56820172406699	0	-2	-4.4	16	0.3125	31
YDR192C	2.63346845557959	0	-1.3	-8.5	46	0.391304347826087	20.9
YDR194C	2.82216807936802	NA	-0.8	NA	NA	NA	15.2
YDR195W	2.72672720902657	NA	0	NA	NA	NA	NA
YDR196C	2.38201704257487	0	-1.2	-14.6	1	1	37.5
YDR197W	2.58994960132571	0	-3.6	-10.1	34	0.382352941176471	34.7
YDR198C	2.68033551341456	NA	0	NA	NA	NA	25.5
YDR200C	2.78103693862113	0	-1.3	-9.6	66	0.393939393939394	29.9
YDR201W	2.21748394421391	0	0	-16.9	1	1	28.8
YDR202C	2.54530711646582	NA	-4.9	NA	NA	NA	22.4
YDR204W	2.52504480703685	NA	0	NA	NA	NA	36.2
YDR205W	2.85973856619715	0	-1.3	-11.5	11	0.454545454545455	31.8
YDR206W	2.94645226501307	NA	-3.8	NA	NA	NA	NA
YDR207C	2.92220627743902	1	-2.5	-8.3	90	0.366666666666667	27.1
YDR208W	2.89153745767256	0	0	-3	125	0.352	30.8
YDR210W	1.8750612633917	0	-0.2	-4.1	17	0.294117647058824	29.1
YDR211W	2.85247999363686	NA	-0.8	NA	NA	NA	26.9
YDR212W	2.74741180788642	NA	0	NA	NA	NA	25.1
YDR213W	2.9604707775343	NA	-0.1	NA	NA	NA	34.4
YDR214W	2.54406804435028	NA	0	NA	NA	NA	30.8
YDR216W	3.1215598441875	NA	0	NA	NA	NA	26.3
YDR217C	3.11693964655076	NA	-0.8	NA	NA	NA	24.4
YDR218C	2.62634036737504	NA	-0.7	NA	NA	NA	NA
YDR219C	2.66745295288995	NA	-2.6	NA	NA	NA	NA
YDR221W	2.84633711212981	NA	-3.8	NA	NA	NA	NA
YDR222W	2.61804809671209	NA	-0.3	NA	NA	NA	32.9
YDR223W	2.66931688056611	NA	0	NA	NA	NA	NA
YDR224C	2.11727129565576	0	0	-1.3	35	0.4	27.3
YDR226W	2.34635297445064	0	0	-6.4	24	0.333333333333333	24.3
YDR227W	3.13289976994448	NA	-0.7	NA	NA	NA	NA
YDR228C	2.79657433321043	0	0	-8.5	70	0.385714285714286	29.1
YDR229W	2.65609820201283	NA	0	NA	NA	NA	25.8
YDR231C	2.31175386105575	0	-0.5	-11.9	26	0.384615384615385	26
YDR232W	2.73878055848437	NA	0	NA	NA	NA	32
YDR233C	2.46982201597816	0	-0.3	-3.2	13	0.384615384615385	27.2
YDR234W	2.84073323461181	NA	-3.1	NA	NA	NA	3.2
YDR235W	2.73559889969818	0	-1	-6.9	1	1	29.5
YDR236C	2.3384564936046	0	-3.8	-10.4	26	0.384615384615385	27.9
YDR237W	2.46538285144842	0	-0.4	-11.9	143	0.356643356643357	34
YDR238C	2.98811284026835	0	-0.8	-4.7	34	0.382352941176471	20.3
YDR239C	2.89597473235906	0	-0.1	-8.6	10	0.5	26.5
YDR240C	2.69196510276736	0	-4.4	-6	21	0.333333333333333	32.1
YDR242W	2.73957234445009	0	0	-11.4	62	0.403225806451613	46.4
YDR243C	2.76937732607614	0	0	-13	30	0.4	31.2
YDR244W	2.78675142214556	0	0	-7.7	26	0.384615384615385	16.5
YDR245W	2.59439255037543	NA	-1.6	NA	NA	NA	5.2
YDR246W	2.34044411484012	0	-0.3	-6.1	36	0.416666666666667	25.6
YDR246W-A	1.81954393554187	NA	0	NA	NA	NA	NA
YDR247W	2.66370092538965	1	0	-4.5	279	0.376344086021505	30.8
YDR248C	2.28555730900777	2	-5.4	-12.8	59	0.406779661016949	26.6
YDR249C	2.57170883180869	NA	-1.8	NA	NA	NA	NA
YDR251W	2.91907809237607	NA	-3.7	NA	NA	NA	24.1
YDR252W	2.17318626841227	0	0	-7.1	9	0.555555555555556	37.9
YDR253C	2.28103336724773	NA	-3.5	NA	NA	NA	NA
YDR254W	2.66086547800387	NA	-1.2	NA	NA	NA	19.2
YDR255C	2.62428209583567	NA	-0.1	NA	NA	NA	25.2
YDR256C	2.71180722904119	NA	-1.4	NA	NA	NA	NA
YDR257C	2.69372694892365	0	-0.1	-5.8	5	0.6	31.1
YDR258C	2.90902085421116	1	-1.2	-6.3	74	0.378378378378378	25.5
YDR259C	2.58319877396862	NA	-1.1	NA	NA	NA	34.8
YDR260C	2.23044892137827	NA	-1.7	NA	NA	NA	NA
YDR261C	2.74973631556906	0	-7	-11.1	32	0.40625	30.9
YDR262W	2.4345689040342	0	0	-5.4	12	0.416666666666667	33.2
YDR263C	2.63346845557959	NA	0	NA	NA	NA	38.1
YDR264C	2.88309335857569	0	-1.1	-6.7	98	0.357142857142857	33.3
YDR265W	2.52762990087134	0	-4.3	-7.7	45	0.377777777777778	40
YDR266C	2.8055008581584	0	-1.7	-8.07	138	0.355072463768116	23.7
YDR267C	2.51851393987789	0	-0.5	-7.1	72	0.388888888888889	31.2
YDR268W	2.57863920996807	0	-0.6	-6.2	69	0.376811594202899	33.7
YDR270W	3.001733712809	NA	-3.2	NA	NA	NA	18.4
YDR272W	2.43775056282039	0	0	-4.38	58	0.396551724137931	26
YDR273W	2.56229286445647	NA	0	NA	NA	NA	46.3
YDR275W	2.37106786227174	NA	-2.2	NA	NA	NA	NA
YDR276C	1.74036268949424	0	0	-2.9	42	0.380952380952381	29.9
YDR277C	2.63648789635337	NA	-2.7	NA	NA	NA	NA
YDR279W	2.54406804435028	NA	-2	NA	NA	NA	28.9
YDR280W	2.48429983934679	0	0	-2.6	56	0.392857142857143	24.5
YDR281C	2.01703333929878	NA	-1.6	NA	NA	NA	36.4
YDR282C	2.6170003411209	0	-1.2	-12	8	0.625	4.2
YDR283C	3.21984638602436	NA	0	NA	NA	NA	NA
YDR284C	2.46089784275655	0	0	-8.9	290	0.386206896551724	27.6
YDR285W	2.94200805302231	7	-1.1	-6.7	478	0.412133891213389	41.1
YDR286C	2.05690485133647	NA	-0.1	NA	NA	NA	25.8
YDR287W	2.46538285144842	0	0	-6.8	25	0.36	30.4
YDR288W	2.4814426285023	NA	-0.9	NA	NA	NA	NA
YDR289C	2.61172330800734	NA	-0.8	NA	NA	NA	32.2
YDR291W	3.03221570329798	1	-0.6	-8.3	39	0.41025641025641	25.4
YDR292C	2.79309160017658	NA	-1.6	NA	NA	NA	26.9
YDR293C	3.09691001300806	NA	0	NA	NA	NA	NA
YDR294C	2.7701152947871	NA	-2.9	NA	NA	NA	18.9
YDR295C	2.82865989653532	0	-0.9	-4	175	0.382857142857143	29.3
YDR296W	2.3541084391474	0	-0.6	-4.8	54	0.407407407407407	29.6
YDR297W	2.54282542695918	0	-2.3	-9.8	23	0.347826086956522	28.1
YDR298C	2.32633586092875	NA	-3.5	NA	NA	NA	24.6
YDR299W	2.72754125702856	NA	-0.5	NA	NA	NA	NA
YDR300C	2.63144376901317	NA	-1.1	NA	NA	NA	33.4
YDR301W	3.13257984765974	NA	-1.2	NA	NA	NA	NA
YDR302W	2.34044411484012	0	-0.9	-5.7	44	0.363636363636364	31.5
YDR303C	2.94694327069783	NA	0	NA	NA	NA	NA
YDR304C	2.35218251811136	NA	-2.7	NA	NA	NA	25.3
YDR305C	2.33645973384853	NA	-5.6	NA	NA	NA	16.3
YDR306C	2.67942789661212	NA	0	NA	NA	NA	35
YDR307W	2.8208579894397	0	0	-10.2	44	0.363636363636364	34.6
YDR308C	2.14612803567824	1	0	-0.2	42	0.380952380952381	24.9
YDR309C	2.58319877396862	0	-0.8	-5.4	51	0.411764705882353	34.1
YDR310C	3.02612451674545	NA	-2.7	NA	NA	NA	1.7
YDR311W	2.80753502806885	NA	-0.4	NA	NA	NA	23.1
YDR313C	2.45636603312904	1	0	-9.8	20	0.3	33.9
YDR314C	2.84010609445676	0	0	-6.4	14	0.357142857142857	68.8
YDR315C	2.44870631990508	0	-1.8	-12.3	2	1	32.9
YDR316W	2.6730209071289	0	0	-13.9	5	0.6	29.6
YDR317W	2.6170003411209	NA	-0.3	NA	NA	NA	NA
YDR318W	2.56584781867352	NA	-1.5	NA	NA	NA	32.4
YDR319C	2.43775056282039	0	0	-5.9	48	0.395833333333333	31.3
YDR320C	2.82477646247555	NA	-0.9	NA	NA	NA	31.2
YDR320C-A	1.85733249643127	0	-0.4	-5.9	1	1	29.7
YDR321W	2.58092497567562	0	-2	-8.1	32	0.40625	27.7
YDR322C-A	1.98227123303957	0	-2.5	-13.6	45	0.377777777777778	27.5
YDR322W	2.56466606425209	0	-1.5	-2.5	27	0.37037037037037	32.6
YDR323C	2.71180722904119	NA	-2.3	NA	NA	NA	NA
YDR324C	2.88986172125819	NA	-0.6	NA	NA	NA	NA
YDR325W	3.01494034979294	NA	-2.8	NA	NA	NA	NA
YDR326C	3.15775888604686	NA	-1.7	NA	NA	NA	NA
YDR328C	2.28780172993023	NA	0	NA	NA	NA	NA
YDR329C	2.64443858946784	0	-0.4	-10.7	23	0.347826086956522	32
YDR330W	2.69897000433602	NA	-3.4	NA	NA	NA	29.8
YDR331W	2.61384182187607	NA	-2.3	NA	NA	NA	NA
YDR332W	2.83821922190763	NA	-1.2	NA	NA	NA	27.8
YDR333C	2.85913829729453	0	0	-14.6	14	0.357142857142857	35.5
YDR334W	3.18012587516405	NA	0	NA	NA	NA	NA
YDR335W	3.08778141780954	NA	-5.9	NA	NA	NA	2.3
YDR336W	2.49692964807321	0	-1.7	-15.4	8	0.625	34.8
YDR337W	2.45636603312904	0	-2	-6.5	68	0.382352941176471	37.4
YDR338C	2.84198480459011	0	0	-3.9	60	0.4	26.4
YDR339C	2.27646180417324	NA	0	NA	NA	NA	NA
YDR341C	2.78318869107526	0	-4.7	-8.5	22	0.363636363636364	25.3
YDR346C	2.68214507637383	0	-1.9	-13	158	0.367088607594937	30.2
YDR347W	2.50650503240487	NA	-1.5	NA	NA	NA	33.5
YDR348C	2.69810054562339	NA	0	NA	NA	NA	NA
YDR349C	2.77524625974024	NA	-0.5	NA	NA	NA	33
YDR350C	2.83505610172012	NA	-2.9	NA	NA	NA	25.7
YDR351W	2.93651374247889	NA	0	NA	NA	NA	NA
YDR352W	2.50105926221775	NA	0	NA	NA	NA	NA
YDR353W	2.50379068305718	NA	-0.8	NA	NA	NA	8.5
YDR354W	2.57978359661681	0	0	-3.3	127	0.354330708661417	29.8
YDR356W	2.97497199429807	NA	-2.7	NA	NA	NA	17.6
YDR357C	2.08635983067475	NA	-4.3	NA	NA	NA	26.6
YDR358W	2.74585519517373	NA	-2.8	NA	NA	NA	NA
YDR359C	2.99211148778695	NA	0	NA	NA	NA	NA
YDR361C	2.45178643552429	0	-0.4	-6.6	35	0.4	31.3
YDR362C	2.82736927305383	NA	-1.1	NA	NA	NA	NA
YDR363W	2.65896484266444	NA	0	NA	NA	NA	31.3
YDR363W-A	1.94939000664491	0	0	-7.4	17	0.294117647058824	21.6
YDR364C	2.65801139665711	NA	-2.1	NA	NA	NA	37
YDR365C	2.7979596437372	NA	-1.6	NA	NA	NA	36.5
YDR367W	2.34439227368511	NA	0	NA	NA	NA	22.4
YDR368W	2.49415459401844	0	-0.6	-5.6	52	0.423076923076923	30.3
YDR369C	2.931457870689	NA	-1	NA	NA	NA	NA
YDR370C	2.64542226934909	NA	-1	NA	NA	NA	36.8
YDR371W	2.70842090013471	0	-0.2	-6.8	35	0.4	32.9
YDR372C	2.53781909507327	NA	0	NA	NA	NA	NA
YDR373W	2.27875360095283	0	-0.9	-12.4	94	0.361702127659574	21.5
YDR374C	2.48572142648158	NA	-4.5	NA	NA	NA	NA
YDR374W-A	1.94939000664491	NA	0	NA	NA	NA	35.3
YDR375C	2.65896484266444	0	0	-10.5	17	0.294117647058824	29.2
YDR376W	2.69284691927723	NA	-1.3	NA	NA	NA	31.6
YDR377W	2.00432137378264	NA	-0.7	NA	NA	NA	6.8
YDR378C	1.93449845124357	0	0	-14	19	0.263157894736842	26.7
YDR379C-A	1.89762709129044	NA	0	NA	NA	NA	NA
YDR379W	3.00389116623691	NA	-1.4	NA	NA	NA	44.6
YDR380W	2.80277372529198	NA	0	NA	NA	NA	NA
YDR381C-A	2.05690485133647	NA	-0.7	NA	NA	NA	NA
YDR381W	2.3541084391474	0	0	-7.1	98	0.357142857142857	23.5
YDR382W	2.04139268515822	NA	0	NA	NA	NA	5.8
YDR383C	2.37657695705651	0	-0.1	-0.9	23	0.347826086956522	44.2
YDR384C	2.43933269383026	1	0	-7.8	122	0.352459016393443	42
YDR386W	2.80071707828239	NA	0	NA	NA	NA	NA
YDR387C	2.74429298312268	NA	-2.3	NA	NA	NA	36.4
YDR388W	2.68304703823885	NA	0	NA	NA	NA	NA
YDR389W	2.81557774832427	NA	-2	NA	NA	NA	28.4
YDR390C	2.80345711564841	0	-1.9	-7.5	30	0.4	31.9
YDR391C	2.3654879848909	0	-0.7	-5.5	12	0.416666666666667	46.2
YDR392W	2.52762990087134	0	-8.7	-13.2	71	0.394366197183099	37
YDR393W	2.65896484266444	NA	-1.9	NA	NA	NA	29.5
YDR394W	2.63144376901317	0	-0.4	-9.1	105	0.333333333333333	30
YDR395W	2.97497199429807	0	0	-11.5	123	0.349593495934959	23.1
YDR397C	2.16435285578444	0	-0.6	-6.1	65	0.4	23.9
YDR398W	2.80821097292422	0	0	-9.8	37	0.405405405405405	21.3
YDR399W	2.34439227368511	1	-0.9	-8.8	78	0.371794871794872	28
YDR400W	2.53147891704225	0	-0.7	-9	21	0.333333333333333	29.7
YDR402C	2.68930885912362	NA	0	NA	NA	NA	NA
YDR403W	2.72916478969277	NA	-1.3	NA	NA	NA	NA
YDR404C	2.23299611039215	0	-2.9	-11.4	193	0.383419689119171	30.5
YDR405W	2.41995574848976	NA	0	NA	NA	NA	NA
YDR406W	3.18440748541232	NA	0	NA	NA	NA	NA
YDR407C	3.1102529173534	0	-3.2	-15.7	81	0.37037037037037	32.4
YDR408C	2.33041377334919	0	0	-8.6	47	0.382978723404255	29.6
YDR410C	2.37839790094814	NA	-5.1	NA	NA	NA	33.2
YDR411C	2.5327543789925	0	0	-6.2	51	0.411764705882353	36.3
YDR412W	2.37106786227174	0	-0.8	-13.8	68	0.382352941176471	34.7
YDR414C	2.55870857053317	NA	-1.4	NA	NA	NA	NA
YDR415C	2.57287160220048	0	-3.2	-10.1	29	0.379310344827586	26.9
YDR416W	2.93399316383124	0	-2.6	-7.3	64	0.40625	32.4
YDR419W	2.80071707828239	NA	-4.1	NA	NA	NA	NA
YDR421W	2.97772360528885	NA	-2.8	NA	NA	NA	31.3
YDR422C	2.91115760873998	0	-2.8	-12.7	57	0.385964912280702	32.8
YDR423C	2.61172330800734	NA	-1.4	NA	NA	NA	NA
YDR424C	1.96378782734556	NA	0	NA	NA	NA	23.5
YDR425W	2.79588001734408	NA	0	NA	NA	NA	24.3
YDR427W	2.59439255037543	NA	-3.5	NA	NA	NA	25.6
YDR428C	2.41664050733828	0	-3.7	-8.6	29	0.379310344827586	32.5
YDR429C	2.43775056282039	0	-1.8	-5.8	18	0.277777777777778	23.3
YDR430C	2.99519629159718	NA	-4	NA	NA	NA	30.2
YDR432W	2.6170003411209	0	-2.6	-6.2	29	0.379310344827586	3
YDR434W	2.72754125702856	NA	-0.2	NA	NA	NA	22.9
YDR435C	2.51587384371168	NA	0	NA	NA	NA	30.6
YDR436W	2.85125834871908	NA	-2.7	NA	NA	NA	NA
YDR437W	2.14612803567824	0	-0.3	-14.2	68	0.382352941176471	13.3
YDR438W	2.56820172406699	NA	0	NA	NA	NA	NA
YDR439W	2.54032947479087	NA	-0.8	NA	NA	NA	NA
YDR440W	2.76492298464989	0	-1.5	-15.9	96	0.364583333333333	22.4
YDR441C	2.25767857486918	1	-0.1	-6	42	0.380952380952381	32.2
YDR443C	3.15228834438306	NA	-2.3	NA	NA	NA	39.7
YDR444W	2.83695673705955	0	-3.5	-3.6	66	0.393939393939394	27.1
YDR446W	2.48000694295715	NA	0	NA	NA	NA	NA
YDR448W	2.63748972951251	0	0	-8.1	37	0.405405405405405	33
YDR449C	2.64345267648619	0	-1.3	-7.1	30	0.4	31.3
YDR451C	2.54777470538782	NA	0	NA	NA	NA	21.6
YDR452W	2.82865989653532	NA	-5	NA	NA	NA	28.4
YDR453C	2.29225607135648	NA	-0.7	NA	NA	NA	NA
YDR454C	2.2718416065365	0	-0.6	-7.4	17	0.294117647058824	24.1
YDR456W	2.80140371001736	1	-0.1	-15.9	44	0.363636363636364	26.6
YDR457W	3.51428204786038	NA	0	NA	NA	NA	NA
YDR458C	2.82151352840477	0	-3.4	-7.1	50	0.42	28.6
YDR459C	2.57287160220048	NA	-3.2	NA	NA	NA	40.3
YDR460W	2.50650503240487	0	-0.6	-9.9	113	0.345132743362832	34.7
YDR461C-A	1.90308998699194	NA	0	NA	NA	NA	25.8
YDR461W	1.55630250076729	NA	0	NA	NA	NA	5.4
YDR462W	2.16731733474818	0	0	-8.9	55	0.4	35.2
YDR463W	2.71516735784846	NA	0	NA	NA	NA	28.2
YDR464W	3.15685190107001	NA	-2.5	NA	NA	NA	NA
YDR465C	2.61489721603313	0	0	-11.7	44	0.363636363636364	28.1
YDR466W	2.9532763366673	NA	-2.2	NA	NA	NA	18.4
YDR468C	2.35024801833416	0	-1.2	-8.8	53	0.415094339622642	32.1
YDR469W	2.24303804868629	NA	-6.1	NA	NA	NA	4.4
YDR470C	2.70070371714502	NA	-2.6	NA	NA	NA	NA
YDR471W	2.13353890837022	0	-0.2	-5.8	37	0.405405405405405	22.3
YDR472W	2.45178643552429	0	-3.3	-5.9	71	0.394366197183099	36.4
YDR473C	2.67117284271508	NA	-7.3	NA	NA	NA	NA
YDR475C	2.94250410616808	0	0	-3.1	33	0.393939393939394	24.6
YDR476C	2.35024801833416	0	-1.5	-12.9	19	0.263157894736842	27.5
YDR477W	2.80140371001736	0	0	-7.4	282	0.382978723404255	26.6
YDR478W	2.29666519026153	0	-0.4	-4	41	0.390243902439024	27.3
YDR479C	2.74350976472843	NA	-1.9	NA	NA	NA	35.4
YDR480W	2.5092025223311	NA	0	NA	NA	NA	NA
YDR481C	2.75281643118827	0	-1.6	-6.9	56	0.392857142857143	21
YDR482C	2.13033376849501	NA	-2.5	NA	NA	NA	NA
YDR483W	2.64542226934909	0	-0.6	-9.9	27	0.37037037037037	34.1
YDR484W	2.80685802951882	0	0	-10.6	30	0.4	24.7
YDR485C	2.90036712865647	NA	-2.4	NA	NA	NA	NA
YDR486C	2.35983548233989	0	0	-8.1	10	0.5	30.9
YDR488C	2.72672720902657	0	-0.8	-8.6	50	0.42	NA
YDR489W	2.46834733041216	0	-2.9	-8.4	10	0.5	32
YDR490C	2.8842287696326	0	0	-14.5	86	0.383720930232558	28.2
YDR492W	2.4996870826184	0	0	-6.3	155	0.367741935483871	28.6
YDR493W	2.0899051114394	0	0	-9.9	89	0.370786516853933	28.7
YDR494W	2.55750720190566	0	0	-5.6	65	0.4	34.8
YDR495C	3.004751155591	NA	-2.2	NA	NA	NA	28.6
YDR496C	2.81690383937566	0	-2.5	-7.8	29	0.379310344827586	30.3
YDR497C	2.7664128471124	0	-1.4	-10.6	76	0.381578947368421	24.4
YDR498C	2.58319877396862	NA	0	NA	NA	NA	36.7
YDR499W	2.8733206018154	NA	0	NA	NA	NA	NA
YDR500C	1.94448267215017	NA	0	NA	NA	NA	15.4
YDR501W	2.71683772329952	NA	-1.8	NA	NA	NA	24.9
YDR502C	2.58433122436753	0	-0.1	-10.4	1	1	26.4
YDR503C	2.43775056282039	NA	0	NA	NA	NA	26.7
YDR504C	2.10380372095596	NA	-2	NA	NA	NA	NA
YDR505C	2.92479599579791	0	-1.1	-6.2	230	0.373913043478261	34.5
YDR506C	2.78390357927274	0	-1.9	-13.1	19	0.263157894736842	33.9
YDR507C	3.05766610390983	0	0	-7.1	126	0.357142857142857	31.7
YDR508C	2.82151352840477	0	-0.8	-6.6	45	0.377777777777778	22.5
YDR510W	2.00432137378264	0	-2.4	-8.4	47	0.382978723404255	24.5
YDR511W	2.12385164096709	0	-1.1	-4	26	0.384615384615385	25.4
YDR512C	2.2718416065365	NA	-1.1	NA	NA	NA	NA
YDR513W	2.15533603746506	NA	-0.2	NA	NA	NA	4.3
YDR514C	2.68394713075151	NA	-2	NA	NA	NA	30.1
YDR515W	2.65030752313194	NA	-0.5	NA	NA	NA	NA
YDR516C	2.69897000433602	0	-0.6	-9.9	53	0.415094339622642	25.7
YDR517W	2.5705429398819	0	0	-8	74	0.378378378378378	35
YDR518W	2.71349054309394	0	-1.9	-6.8	26	0.384615384615385	30.5
YDR519W	2.13033376849501	NA	-1.3	NA	NA	NA	NA
YDR520C	2.88761730033574	NA	-4.9	NA	NA	NA	NA
YDR522C	2.70070371714502	NA	-3.1	NA	NA	NA	NA
YDR523C	2.69019608002851	NA	0	NA	NA	NA	NA
YDR524C	2.68304703823885	NA	-2.8	NA	NA	NA	0.9
YDR524C-B	1.81954393554187	0	0	-1.6	46	0.391304347826087	21.8
YDR524W-C	1.46239799789896	NA	0	NA	NA	NA	NA
YDR525W-A	1.89762709129044	NA	-0.8	NA	NA	NA	30.2
YDR527W	2.64246452024212	0	0	-12.1	13	0.384615384615385	27.4
YDR528W	2.62634036737504	NA	-5.4	NA	NA	NA	NA
YDR529C	2.10380372095596	NA	-2.2	NA	NA	NA	3
YDR530C	2.51188336097887	NA	-1.7	NA	NA	NA	41.3
YDR531W	2.56466606425209	NA	-5	NA	NA	NA	32.1
YDR532C	2.5854607295085	NA	-1	NA	NA	NA	NA
YDR533C	2.3747483460101	NA	0	NA	NA	NA	NA
YDR534C	2.72263392253381	NA	0	NA	NA	NA	1
